index,知识点关联题目,知识点
133,97，98，648，649,"陆地地形和海底地形：
陆地地形：
1.山地，一般在500米以上，峰峦起伏，坡度陡峻
2.平原，一般在200米以下，平坦广阔或略有起伏
3.丘陵，较低，500米以下，起伏较小，坡度和缓
4.高原，较高，500米以上，地面坦荡，边缘陡峻
5.盆地，无固定标准，四周高，中间低
海底地形：
1.大陆架：靠近大陆的浅海地区，大陆向海洋的自然延伸，深度一般不超过200m。
2.大陆坡：介于大陆架和大洋底之间，大陆架是大陆的一部分，大洋底是真正的海底，因而大陆坡坡脚是大陆型地壳与大洋型地壳的真正分界线。
3.海沟：深度超过5000米的狭长的海底凹地。
4.海盆：海洋的底部有许多低平的地带，周围是相对高一些的海底山脉，这种类似陆地上盆地的构造叫做海盆或者洋盆。它是大洋底的主体部分。
5.大洋中脊：又称为中央海岭，是指贯穿世界四大洋、成因相同，特征相似的海底山脉系列。是新洋壳诞生处，因此海洋中离大洋中脊越近，岩石的年龄越新。"
134,99，100,"世界人口分布：
人口稠密区：亚洲东部和南部、欧洲西部以及北美洲东部等中低纬度近海的平原地带。
人口稀疏区：干旱的荒漠、寒冷的极地、空气稀薄的高山高原、原始的热带雨林。"
135,101,"面积位于前六位的国家：
俄罗斯、加拿大、中国、美国、巴西、澳大利亚"
136,102，103,"世界经济发展水平差异：
发达国家：主要分布在欧洲、北美洲、大洋洲。
发展中国家：主要分布在亚洲、非洲、拉丁美洲。"
137,106，107,"亚洲自然地理特征：
地形特征：面积广大，地势起伏大；中部高、以高原、山地为主；
气候特征：东部和南部为季风气候区；中亚、西亚为干旱和半干旱地区；北亚为亚寒带针叶林气候区。
河流特点：由于面积广大，地势起伏大，因而众多长河，落差大，水能丰富；由于中部高、以高原、山地为主，因而呈放射状，流入三大洋；由于东部和南部为季风气候区，形成夏汛，水量季节变化大；由于中亚、西亚为干旱和半干旱地区，多内流河，水量小，补给水源以冰雪融水和山地降水为主；由于北亚为亚寒带针叶林气候区，结冰期长，有春汛、夏汛和凌汛现象"
138,106，107,"东亚和中亚地理特征：
1.东亚
地形：西部内陆多高原山地，东部沿海多平原。
气候：东部为温带、亚热带季风气候，西部为温带大陆性气候和高原山地气候。
居民：黄色人种。
经济：东部沿海经济发达，西部畜牧业发达。
2.中亚
地形：以丘陵、平原为主，地势东南高、西北低。
气候：冬冷夏热，降水少，以温带大陆性气候为主。
居民：白色人种和黄色人种。
经济：荒漠畜牧业、灌溉农业，矿产资源丰富，采矿业发达。"
139,106，107,"东亚主要国家—日本的地理特征：
1.自然环境
海陆位置：海岸线曲折，群岛国家
地形：多山地、丘陵。
气候：海洋性季风气候。（由海陆位置和经纬度位置决定）
水文：河流短小，水能丰富
植被：森林丰富
资源：能源矿产资源短缺，地热能丰富，渔业资源丰富
2.社会经济
工业：沿海分布、出口加工
交通：海运便利（由海陆位置决定）
人口：人力资源丰富
科技：科技水平较高
农业：小型农机，单产高"
140,50，51,"东南亚与南亚地理特征：
1.东南亚
地形：中南半岛山河相间，纵列分布；马来群岛多火山。
气候：高温多雨，有热带季风气候和热带雨林气候。
居民：黄色人种，多信奉佛教。
经济：季风水田农业和热带种植园农业。
2.南亚
地形：北部喜马拉雅山，中部印度河-恒河平原，南部德干高原。
气候：全年高温，分旱、雨两季，热带季风气候显著。
居民：白色和黑色人种，是佛教和印度教发源地。
经济：民族工业发展快，已形成完整工业体系。"
141,50，51,"南亚主要国家—印度的地理特征：
恒河平原：降水丰富，地势平坦，种植小麦、水稻、甘蔗、黄麻等农作物；
德干高原西北部：降水较少，种植棉花和小麦，棉纺织工业发达；
班加罗尔地区：科技发达，交通便利，为高新技术工业区；
喜马拉雅山脉迎风坡：降水丰富，种植茶树；
德干高原东北部：煤、铁、锰等矿产资源丰富，钢铁工业、麻纺织工业发达"
142,59，60,"西亚的地理特征：
1.重要地理位置：地处两洋、三洲、五海之地。
2.自然环境：沙漠面积广大（以高原为主的地形，炎热干燥的气候），重要的交通位置，丰富的石油资源
3.经济发展：畜牧业和灌溉农业，石油生产和出口
4.居民与文化：以阿拉伯民族为主的居民，典型的伊斯兰文化，主要宗教发源地。"
143,111，113,"非洲气候特征、类型及成因：
气候特征：
干：副热带高压带控制范围广且受干燥的信风带影响；海岸线平直
热：纬度低，热带范围广
对称：以赤道为轴，气候类型南北对称分布
气候类型及成因
热带雨林气候：受赤道低气压带控制，盛行上升气流，降水丰富，主要分布在刚果盆地、几内亚湾沿岸和马达加斯加岛东侧。
热带草原气候：受赤道低气压带和信风带交替控制，全年高温，分干湿两季，分布在热带雨林气候带南北两侧。
热带沙漠气候：受副热带高气压带或信风带控制，炎热干燥，分布在回归线附近大陆西岸和内陆地区，如撒哈拉沙漠。
地中海气候：受副热带高气压带和西风带交替控制，夏季炎热干燥，冬季温和多雨，分布在非洲南北两端。
高原山地气候：地势高，气温低，降水较少，分布在埃塞俄比亚高原、东非高原等地区。"
144,111，113,"非洲气候类型分布的特殊区域：
1.赤道穿过的非洲东部地区形成热带草原气候而不是热带雨林气候，主要原因为东非高原海拔高，气温低，赤道附近大气对流较弱，降水较少。
2.回归线附近的马达加斯加岛东部是热带雨林气候而不是热带草原气候，其原因是马达加斯加岛的东侧，虽然远离赤道，但因为处在来自海洋的信风的迎风坡，受地形的抬升作用，加上附近有马达加斯加暖流经过，形成了热带雨林气候。
3.索马里半岛沿岸为热带沙漠气候的主要原因：受夏季沿岸上升流减湿作用的影响；夏季的西南风与冬季的西北风来自陆地，带来的水汽少；夏季风和冬季风与海岸线平行。"
145,52，53,"北非的地理特征：
气候：以热带沙漠气候为主，降水少，沙漠广布。
资源：石油资源丰富，水资源短缺。
居民与文化：以阿拉伯人为主，多信仰伊斯兰教。"
146,115，499,"北非主要国家—埃及的地理特征：
位置：埃及位于非洲的东北部，东、北两面分别濒临红海和地中海，亚洲境内的西奈半岛也是埃及的领土。
主要经济支柱：石油、运河收入、侨汇和旅游业，以及长绒棉。
尼罗河三角洲上的开罗和亚历山大大致位于30°N和30°E的交会处。
苏伊士运河：沟通地中海与红海，连接大西洋和印度洋。
尼罗河的赠礼：①尼罗河沿岸平原和三角洲；②肥沃的土壤；③便利的灌溉水源"
147,52，53，531,"撒哈拉以南非洲的经济特征：
经济特征：以单一商品为主的经济，经济发展缓慢，经济地位较低
形成原因与解决措施
形成原因：
出口：因为热带气候类型和矿产资源丰富，带来热带经济作物、矿产、木材等原材料
进口：因为经济发展落后和长期殖民通知，导致长机械、汽车等工业制品缺乏
解决措施：发展民族工业，发展多样化农业，加强经济合作。"
148,116，119,"欧洲西部自然概况和人文概况：
自然概况
1.地形：以平原为主，北部有斯堪的纳维亚山脉、南部有阿尔卑斯山脉、比利牛斯山脉，地貌深受第四纪冰川影响。
2.气候：以温带气候（海洋性、大陆性）为主，南部地中海沿岸为地中海气候。
3.河流与湖泊：河流短小，河网稠密，主要有莱茵河、多瑙河；湖泊多为冰川作用形成。
人文概况：人口稠密，人口自然增长率低，老龄化严重；经济发达，乳畜业发达，工业以制造业为主，旅游业发达。"
149,116，119,"欧洲西部典型的温带海洋性气候及其对农业的影响：
1.特征：在世界各地的温带海洋性气候中，欧洲西部的温带海洋性气候最为典型，最为突出。具体表现：冬无严寒、夏无酷暑；气温的日较差和年较差都小；年、日最高气温与最低气温出现的时间都比大陆性气候迟；空气的相对湿度大，云雾多，降水量的时空分布比较均匀。
2.成因及对农业的影响
温带海洋性气候分布最广，
深受大西洋影响：
1.大气环流：大部分位于40°N-60°N之间，盛行西风从大西洋带来充足的水汽。
2.地形：以平原为主，山地东西走向，有利于湿润的西风深入内陆。
3.洋流：西临大西洋，受北大西洋暖流的影响显著，增温增湿。
3.海陆轮廓：海岸线曲折，各地距海洋近，受海洋影响明显。
对农业的影响：光照不足，不利于粮食作物生长，但有利于多汁牧草的生长，对发展乳畜业有利。"
150,54，55，56,"俄罗斯概况：
耕地面积广，分布于东欧平原中南部，顿河、伏尔加河流域气候温和，适宜发展商品谷物农业，但是农业生产不稳定
自然资源丰富，钢铁、机械、化学等工业发达，以重工业为主（莫斯科工业区，圣彼得堡工业区，乌拉尔工业区，新西伯利亚工业区）
纬度高，亚寒带针针叶林广布"
